SbjNum,d3,PROVINCIA,DISTRITO,ORGANIZACION,A,B,D,E,P1,P2,P3,P4,P5_O1,P5_O2,P5_O3,P5_O4,P6_1,P6_2,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16A,P16B_O1,P16B_O2,P16B_O3,P16B_O4,P16B_O5,P16B_O6,P16B_O7,P16B_O8,P16B_O9,P17,P18,P19,P20,P21,P22,P23,P24_1,P24_2,P24_3,P24_4,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,I_1_P44,I_2_P44,I_3_P44,I_4_P44,I_5_P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,I_1_P54,I_2_P54,I_3_P54,I_4_P54,I_1_P55,I_2_P55,I_1_P56,I_2_P56,P57,P58,P59,NSE,REGX,ent,SEXO,edad
153074890,18,1801,180101,81,1,37,2,4,4,104,9,1,1,NA,NA,NA,1,NA,1,1,1,2,2,3,2,4,1,15,96,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,20,48,3,5,4,2,2,3,35,2,3,3,2,NA,3,12,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,3,1,13,2,4,3,4,2,2,2,2,2,2,2,2,2,1,2,1,4,42,400,2,3
153074909,8,801,80101,40,1,24,17,1,1,2,10,1,1,NA,NA,NA,2,NA,1,1,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,10,0,0,60,2,2,1,5,365,2,2,2,2,NA,3,5,NA,NA,NA,NA,NA,1,1,4,3,4,4,4,2,4,1,9,2,5,1,3,2,1,1,2,1,1,1,1,2,4,1,3,1,42,200,2,1
153075666,18,1801,180101,81,1,40,3,4,2,2,8,1,1,NA,NA,NA,2,NA,1,1,1,1,1,2,2,1,1,6,96,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,10,5,1,5,2,2,1,8,365,2,2,2,2,NA,1,NA,16,16,2,1,2,1,1,4,3,4,4,4,1,14,5,4,1,6,4,5,1,1,1,1,1,1,2,2,2,3,1,3,1,42,400,1,3
153075983,10,1001,100101,21,1,65,2,1,4,104,1,2,NA,NA,NA,NA,NA,NA,2,3,1,3,5,4,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,2,1,30,30,30,10,4,4,2,30,730,4,4,4,2,NA,3,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,4,108,9,5,1,6,3,5,2,1,1,2,2,2,1,2,2,4,1,3,2,33,100,1,5
153076199,18,1801,180101,81,1,25,2,1,2,4,8,1,1,NA,NA,NA,2,NA,1,2,1,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,15,5,2,5,1,2,2,1,NA,2,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,2,4,4,4,4,4,2,1,1,25,1,6,1,5,2,1,1,1,2,1,1,2,2,3,1,3,2,42,400,1,2
153076569,10,1001,100101,21,1,44,2,2,2,2,8,1,2,NA,NA,NA,NA,1,1,2,1,2,2,2,2,2,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,30,0,0,10,2,2,2,2,30,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,1,1,2,1,7,6,3,1,1,1,1,1,1,1,2,1,4,1,3,1,33,100,1,3
153077201,10,1001,100101,21,1,47,1,1,2,2,10,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,30,0,0,0,2,2,2,1,NA,2,3,2,2,NA,3,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,20,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,1,2,3,4,33,100,1,4
153077276,23,2301,230101,40,1,46,2,1,3,105,7,2,NA,NA,NA,NA,NA,NA,1,2,1,3,3,2,2,4,1,15,11,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,2,2,1,40,1,2,1,2,3,3,7,90,3,4,4,2,NA,4,NA,NA,NA,NA,NA,NA,1,1,4,3,4,4,4,2,21,6,22,2,3,4,3,2,2,2,2,2,2,2,2,2,1,1,3,4,42,200,2,4
153077570,8,801,80105,40,1,47,1,1,2,3,7,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,10,60,10,10,40,2,2,2,1,NA,3,3,2,2,NA,3,98,NA,NA,NA,NA,NA,4,1,2,2,1,1,2,4,116,3,5,1,6,3,5,2,1,1,2,1,2,1,1,2,4,1,3,1,42,200,1,4
153077659,10,1001,100101,21,1,51,1,3,2,103,6,1,2,NA,NA,NA,NA,3,1,3,1,2,2,2,1,2,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,5,2,1,5,2,2,3,3,730,4,3,4,2,NA,1,NA,97,-1,NA,NA,NA,3,1,4,4,4,4,4,3,102,2,3,2,6,2,5,2,1,1,1,1,1,1,2,2,4,1,3,1,33,100,2,4
153078127,8,801,80108,40,1,27,5,3,5,105,1,2,NA,NA,NA,NA,NA,NA,1,2,1,3,3,3,2,4,1,7,13,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,2,2,12,2,0,5,5,2,2,3,20,365,4,4,4,2,NA,1,NA,98,-1,1,1,4,3,1,1,1,1,1,1,5,108,1,2,2,7,3,5,2,1,1,1,1,1,1,1,2,5,1,3,1,42,200,2,2
153078223,10,1001,100101,21,1,47,2,1,2,2,5,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,200,0,0,4,2,2,2,2,240,2,3,2,2,NA,3,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,1,12,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,4,33,100,1,4
153079507,10,1001,100101,21,1,23,1,2,2,2,8,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,2,2,7,0,2,1,2,2,1,2,1,2,2,2,2,NA,3,3,NA,NA,NA,NA,NA,3,1,1,1,1,1,4,2,8,1,3,2,5,3,3,2,1,2,2,1,2,2,2,2,3,1,3,3,33,100,2,1
153082782,13,1301,130101,42,1,49,2,1,2,3,9,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,2,17,15,60,30,5,2,2,2,3,40,2,2,3,2,NA,3,3,NA,NA,NA,NA,NA,1,1,4,4,4,3,4,2,5,1,96,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,24,300,2,4
153085812,8,801,80108,40,1,48,1,1,3,103,5,2,NA,NA,NA,NA,NA,NA,1,4,2,3,3,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,2,2,15,0,0,15,2,2,2,1,NA,2,4,4,2,NA,3,98,NA,NA,NA,NA,NA,3,3,4,4,4,4,4,4,103,1,3,1,5,4,5,1,1,1,2,1,1,1,2,2,5,1,3,1,42,200,1,4
153089260,11,1101,110101,42,1,33,1,1,2,2,8,1,1,NA,NA,NA,2,NA,1,2,1,4,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,2,1,20,5,5,5,2,2,2,5,15,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,18,3,4,2,6,4,6,2,1,1,1,1,1,1,2,2,3,1,3,1,42,300,2,2
153089841,11,1101,110101,42,1,67,3,1,2,2,7,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,25,5,5,8,2,2,1,2,7,2,2,2,1,1,3,1,NA,NA,NA,NA,NA,1,2,3,4,4,3,3,2,4,3,4,2,6,4,6,1,1,1,1,1,1,1,2,1,4,1,3,1,42,300,2,5
153090173,11,1101,110101,42,1,27,1,1,2,1,8,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,10,3,3,5,2,2,1,2,730,3,2,2,1,2,3,3,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,1,1,1,2,3,3,3,2,2,2,2,1,2,1,2,2,2,2,3,3,42,300,2,2
153090272,20,2001,200101,51,1,30,1,1,2,1,9,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,20,1,1,10,1,2,1,1,NA,1,1,1,2,NA,3,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,16,1,9,2,3,2,2,2,2,2,2,1,2,2,2,2,1,1,3,3,24,300,2,2
153090629,11,1101,110101,42,1,30,1,1,2,2,9,1,1,NA,NA,NA,1,NA,1,1,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,15,3,3,4,2,2,1,1,NA,2,2,2,1,2,3,1,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,4,2,1,2,4,2,4,1,1,1,2,1,2,1,1,2,2,1,3,1,42,300,2,2
153091752,11,1101,110101,42,1,75,3,1,2,1,7,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,30,3,3,3,2,2,1,2,30,2,2,2,1,2,4,NA,NA,NA,NA,NA,NA,3,3,4,4,4,4,4,2,11,1,2,2,3,2,3,2,2,2,2,1,1,2,2,2,3,1,3,3,42,300,2,5
153092210,11,1101,110101,42,1,47,1,1,2,1,7,1,1,NA,NA,NA,1,NA,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,20,5,5,5,2,2,1,1,NA,2,2,2,1,2,2,NA,98,-1,NA,NA,NA,1,1,3,4,3,3,4,2,2,1,2,2,6,4,6,1,1,1,2,1,1,1,1,2,3,1,3,1,42,300,2,4
153092693,11,1101,110101,42,1,26,3,1,2,1,7,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,130,5,5,5,2,2,2,15,1,2,2,2,1,2,3,1,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,2,10,2,2,2,3,2,3,2,2,2,2,1,2,2,2,2,3,2,3,3,42,300,2,2
153093103,11,1101,110101,42,1,45,1,1,2,3,7,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,10,5,5,10,2,2,2,1,NA,2,2,2,1,2,4,NA,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,2,10,1,1,2,6,4,6,1,1,1,1,1,2,1,1,2,3,1,3,1,42,300,2,4
153093266,4,401,40109,71,1,46,2,1,2,4,8,1,2,NA,NA,NA,NA,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,40,0,15,5,4,2,1,1,NA,2,2,2,1,1,3,5,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,2,13,5,13,2,4,3,4,2,1,2,2,2,1,2,2,2,3,1,3,3,42,400,2,4
153093731,11,1101,110101,42,1,35,2,1,2,2,9,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,20,1,6,6,2,2,2,1,NA,2,2,2,1,2,1,NA,4,98,NA,NA,NA,1,1,4,3,4,3,4,2,10,1,1,2,5,4,5,1,1,1,2,1,2,1,2,2,3,1,3,1,42,300,2,3
153094082,11,1101,110101,42,1,58,3,1,2,1,9,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,15,1,1,5,2,2,2,1,NA,2,2,2,1,2,4,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,10,1,1,1,3,3,3,2,2,1,2,1,2,1,2,2,3,1,3,2,42,300,1,5
153094539,11,1101,110101,42,1,32,3,1,2,1,8,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,15,0,1,5,2,2,2,1,NA,2,2,2,1,2,2,NA,3,98,NA,NA,NA,1,1,4,3,4,4,4,2,10,3,2,2,5,4,5,1,1,2,2,1,1,1,1,2,3,1,3,1,42,300,2,2
153097155,8,801,80107,40,1,39,2,1,1,3,7,2,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,1,1,1,1,96,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,30,5,2,60,1,1,2,1,NA,2,3,1,2,NA,3,11,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,1,1,96,2,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,4,42,200,2,3
153097156,8,801,80101,40,1,57,2,1,1,4,10,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,2,1,1,1,96,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,2,7,0,0,5,1,1,2,2,21,1,1,1,2,NA,3,1,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,1,8,5,96,1,3,3,3,2,2,2,1,2,2,2,2,2,3,1,2,3,42,200,1,5
153097157,8,811,81101,40,1,39,5,1,1,2,10,2,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,200,30,30,20,2,2,1,4,1095,2,3,2,2,NA,3,11,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,1,8,1,98,1,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,4,42,200,1,3
153097158,8,801,80105,40,1,31,1,1,1,2,10,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,30,2,60,30,2,2,1,1,NA,1,1,1,2,NA,3,5,NA,NA,NA,NA,NA,1,1,4,4,4,3,4,1,8,1,96,2,3,3,5,1,1,2,2,1,2,2,2,2,3,2,3,2,42,200,2,2
153097159,8,802,80201,40,1,25,5,1,2,2,7,1,2,NA,NA,NA,NA,2,1,2,1,2,2,2,1,2,1,1,96,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,2,1,200,5,120,30,4,2,2,1,NA,2,2,2,2,NA,3,11,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,4,42,200,2,2
153097160,8,801,80106,40,1,20,5,3,2,2,10,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,30,1,90,25,5,2,2,1,NA,1,1,1,2,NA,3,1,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,1,16,1,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,4,42,200,1,1
153097201,8,801,80108,12,1,38,3,1,4,101,2,2,NA,NA,NA,NA,NA,NA,2,4,1,4,4,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,40,5,5,10,2,2,2,3,45,2,4,4,2,NA,3,98,NA,NA,NA,NA,NA,1,1,4,3,4,3,4,3,102,4,2,1,6,3,6,1,1,1,1,1,2,1,1,2,4,1,3,1,42,100,1,3
153097202,8,801,80108,12,1,56,2,1,3,202,7,1,1,NA,NA,NA,2,NA,3,2,1,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,15,5,5,10,2,2,1,1,NA,3,3,2,2,NA,4,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,18,2,8,1,3,3,3,2,1,2,1,2,2,2,2,2,3,1,3,3,42,100,1,5
153097203,8,801,80108,12,1,54,2,6,2,4,7,2,NA,NA,NA,NA,NA,NA,3,2,3,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,45,5,2,5,2,2,2,4,180,4,3,2,2,NA,3,3,NA,NA,NA,NA,NA,1,1,3,3,4,3,4,2,11,7,1,1,4,4,4,2,1,2,2,2,2,2,2,2,3,1,2,3,42,100,1,4
153097204,8,801,80108,12,1,51,2,1,1,3,10,1,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,9,5,3,5,3,1,2,1,2,15,2,2,2,2,NA,3,10,NA,NA,NA,NA,NA,1,1,3,3,2,3,4,2,11,6,2,1,6,3,5,2,1,1,1,1,2,1,2,2,3,1,3,2,42,100,1,4
153097205,8,801,80108,12,1,42,2,2,2,1,6,1,2,NA,NA,NA,NA,3,1,2,1,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,40,10,10,10,2,2,2,4,30,4,2,3,2,NA,3,5,NA,NA,NA,NA,NA,1,1,4,3,3,2,4,2,10,3,13,1,4,3,4,2,1,1,2,2,2,2,2,2,4,1,3,2,42,100,1,3
153097206,8,801,80108,12,1,33,5,2,2,1,7,1,2,NA,NA,NA,NA,2,1,2,1,2,4,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,20,5,5,15,2,2,2,3,90,3,3,3,2,NA,3,10,NA,NA,NA,NA,NA,1,1,4,2,4,4,4,2,18,2,3,2,5,3,3,2,1,1,2,1,2,2,2,2,3,1,3,2,42,100,2,2
153097207,8,801,80108,12,1,29,5,2,2,1,7,1,1,NA,NA,NA,2,NA,3,3,1,2,2,2,2,2,1,4,96,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,2,2,1,15,0,0,15,1,1,1,2,30,2,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,3,4,3,4,4,4,3,212,2,5,1,3,3,3,2,1,1,2,1,1,1,2,2,4,1,3,2,42,100,1,2
153097208,8,801,80108,12,1,56,5,1,4,105,5,1,1,NA,NA,NA,3,NA,1,3,1,3,3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,2,7,10,5,5,15,2,3,2,3,60,4,4,4,2,NA,3,7,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,3,103,3,2,1,2,3,2,2,1,2,2,1,2,2,2,2,1,1,3,3,42,100,1,5
153098886,4,401,40103,57,1,30,2,1,2,1,8,1,2,NA,NA,NA,NA,2,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,25,15,10,10,4,2,1,1,NA,3,3,2,2,NA,3,5,NA,NA,NA,NA,NA,1,3,4,4,4,4,4,3,124,3,32,2,4,3,4,2,1,2,1,1,2,1,2,2,4,1,3,2,42,300,2,2
153099342,12,1201,120101,42,1,47,3,3,5,101,1,1,1,NA,NA,NA,2,NA,1,1,1,1,1,1,1,4,1,3,96,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,30,105,30,5,5,2,2,5,210,4,4,4,1,1,3,13,NA,NA,NA,NA,NA,4,1,2,4,4,2,4,3,106,1,8,1,7,3,6,2,1,1,1,1,2,1,2,2,4,1,3,1,33,300,1,4
153099343,12,1201,120101,42,1,45,3,1,2,14,8,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,30,1,5,10,2,2,2,1,NA,2,2,2,1,1,1,NA,4,9,2,2,4,4,1,4,4,4,2,4,1,3,4,7,1,4,3,4,2,1,2,2,2,2,2,1,2,3,1,3,2,33,300,1,4
153099344,12,1201,120101,42,1,49,3,2,4,104,9,1,1,3,NA,NA,5,NA,2,5,2,4,4,4,2,4,1,1,96,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,2,2,2,45,20,10,5,4,4,2,1,NA,2,2,2,1,1,3,1,NA,NA,NA,NA,NA,1,2,4,4,4,4,4,4,107,9,5,2,3,3,3,2,1,1,1,1,2,1,2,2,3,1,3,2,33,300,2,4
153099460,4,401,40126,57,1,25,4,1,4,105,1,1,2,NA,NA,NA,NA,2,1,2,1,4,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,15,20,10,10,4,2,2,3,30,4,4,4,2,NA,3,11,NA,NA,NA,NA,NA,1,3,4,4,4,4,4,5,103,96,26,2,6,5,5,2,1,1,1,1,2,1,2,2,4,1,3,1,42,300,2,2
153100800,12,1201,120114,42,1,30,1,1,2,1,9,1,2,NA,NA,NA,NA,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,10,3,3,2,2,2,1,1,NA,2,2,2,1,2,3,5,NA,NA,NA,NA,NA,1,1,4,4,4,3,4,2,1,2,9,1,3,3,3,2,1,2,2,1,1,2,2,2,3,1,3,2,33,300,1,2
153100801,12,1201,120114,42,1,65,4,1,4,105,3,1,3,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,2,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,17,30,5,40,10,4,4,1,2,25,4,4,4,2,NA,3,13,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,3,15,1,2,6,3,5,2,1,2,1,1,2,2,2,2,2,1,3,2,33,300,2,5
153100802,12,1201,120114,42,1,43,3,4,1,12,10,1,1,NA,NA,NA,1,NA,3,2,3,4,2,2,4,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,10,1,1,2,1,2,1,1,NA,1,1,1,1,1,2,NA,12,16,1,1,1,4,3,4,3,4,3,4,5,108,96,20,2,7,3,6,2,1,1,1,1,1,1,2,2,4,1,3,1,33,300,2,3
153119040,23,2301,230101,57,1,60,1,1,2,1,8,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,15,2,5,2,2,2,1,1,NA,2,3,2,2,NA,3,5,NA,NA,NA,NA,NA,2,1,4,4,4,3,4,2,10,7,22,1,6,3,5,2,1,1,1,1,1,1,2,2,4,1,3,1,42,300,1,5
153119041,23,2301,230101,57,1,21,1,1,2,3,5,1,2,NA,NA,NA,NA,2,1,2,1,2,2,2,1,2,1,15,1,6,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,9,30,2,10,5,2,2,2,3,1,2,2,2,2,NA,3,3,NA,NA,NA,NA,NA,1,2,4,3,4,4,4,4,110,1,8,1,3,3,3,2,2,2,2,2,2,2,2,2,3,1,3,3,42,300,1,1
153119042,23,2301,230101,14,1,27,1,1,4,104,3,2,NA,NA,NA,NA,NA,NA,3,4,3,4,4,4,3,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,2,2,1,30,15,2,2,3,4,1,1,NA,4,4,4,2,NA,3,6,NA,NA,NA,NA,NA,1,3,4,4,4,4,4,3,217,96,1,2,3,3,5,2,2,2,1,2,1,2,2,2,3,1,3,2,42,100,2,2
153123523,6,601,60101,71,1,49,2,1,1,3,9,1,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,50,0,2,2,2,1,2,4,15,2,4,2,1,1,4,NA,NA,NA,NA,NA,NA,3,1,3,3,3,4,4,2,12,1,2,2,6,4,5,2,1,2,1,1,2,1,2,2,3,2,2,2,24,400,2,4
153123526,6,601,60101,42,1,47,3,3,3,105,1,2,NA,NA,NA,NA,NA,NA,1,3,1,3,2,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,15,0,15,5,2,2,1,4,3,2,4,2,1,1,1,NA,2,26,1,1,2,1,1,4,2,4,2,4,2,11,96,2,2,4,5,4,1,1,1,1,1,1,1,2,2,4,1,3,1,24,300,2,4
153123527,6,601,60101,42,1,39,1,1,3,105,5,1,1,NA,NA,NA,2,NA,1,2,1,1,1,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,25,5,10,3,4,2,3,5,30,4,4,4,1,1,4,NA,NA,NA,NA,NA,NA,1,3,4,4,3,4,4,2,10,9,2,1,4,3,4,2,1,1,2,1,1,1,2,2,3,1,3,2,24,300,1,3
153123528,6,601,60101,42,1,28,1,1,2,2,8,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,2,2,1,3,96,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,2,1,90,10,5,3,2,2,1,1,NA,2,3,2,1,2,1,NA,98,-1,2,1,5,1,1,4,4,4,4,4,2,20,1,96,2,6,3,5,2,1,2,2,2,1,1,1,2,3,2,1,2,24,300,2,2
153123732,6,601,60101,71,1,27,3,3,2,1,7,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,5,1,2,1,2,2,1,1,NA,2,3,2,1,3,3,5,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,2,1,98,2,4,2,3,2,1,2,2,1,1,2,2,2,3,1,2,3,24,400,2,2
153127366,10,1001,100106,29,1,30,3,1,1,2,10,1,1,NA,NA,NA,1,NA,1,1,1,2,2,1,1,2,1,15,96,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,30,1,1,5,2,2,1,1,NA,2,2,2,2,NA,3,98,NA,NA,NA,NA,NA,2,1,4,4,4,4,4,2,99,1,96,2,3,2,3,2,2,2,2,2,2,2,2,2,1,2,3,4,33,200,2,2
153128281,21,2101,210101,57,1,60,3,1,2,1,7,1,1,NA,NA,NA,1,NA,1,2,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,15,30,3,1,4,2,3,2,1,2,2,2,2,NA,3,5,NA,NA,NA,NA,NA,3,1,4,3,4,3,4,2,3,1,7,1,6,4,5,2,1,1,1,1,1,1,1,2,5,1,3,1,42,300,1,5
153129004,23,2301,230101,40,1,66,3,1,3,105,4,2,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,45,0,0,5,2,2,2,6,90,4,4,4,2,NA,4,NA,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,16,4,98,2,3,4,3,1,1,2,2,1,1,1,2,2,3,1,3,1,42,200,2,5
