SbjNum,d3,PROVINCIA,DISTRITO,ORGANIZACION,A,B,D,E,P1,P2,P3,P4,P5_O1,P5_O2,P5_O3,P5_O4,P6_1,P6_2,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16A,P16B_O1,P16B_O2,P16B_O3,P16B_O4,P16B_O5,P16B_O6,P16B_O7,P16B_O8,P16B_O9,P17,P18,P19,P20,P21,P22,P23,P24_1,P24_2,P24_3,P24_4,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,I_1_P44,I_2_P44,I_3_P44,I_4_P44,I_5_P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,I_1_P54,I_2_P54,I_3_P54,I_4_P54,I_1_P55,I_2_P55,I_1_P56,I_2_P56,P57,P58,P59,NSE,REGX,ent,SEXO,edad
152520192,10,1001,100101,71,1,55,2,1,2,3,10,1,1,NA,NA,NA,2,NA,1,1,1,2,1,1,1,1,1,3,96,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,5,10,5,5,1,1,1,1,NA,1,1,1,2,NA,3,1,NA,NA,NA,NA,NA,1,1,3,4,4,4,4,1,4,1,31,1,6,4,5,1,1,1,1,1,1,1,2,2,3,1,3,1,33,400,1,5
152520380,8,801,80101,71,1,34,3,3,4,105,3,1,1,NA,NA,NA,3,NA,1,3,1,2,2,2,2,3,1,2,96,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,4,2,2,9,30,200,90,30,5,4,2,3,2,2,2,2,1,2,1,NA,97,-1,2,1,4,2,1,3,4,4,4,4,2,10,5,2,2,6,4,4,2,1,1,1,1,1,1,1,2,5,1,3,1,42,400,2,2
152521013,10,1001,100102,71,1,33,2,1,3,104,4,2,NA,NA,NA,NA,NA,NA,2,4,3,4,5,4,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,15,25,10,5,5,4,1,3,10,4,4,4,2,NA,3,1,NA,NA,NA,NA,NA,3,1,2,2,4,4,4,4,101,7,1,2,7,4,5,1,1,1,1,1,1,1,2,2,3,1,3,1,33,400,2,2
152521241,16,1601,160101,71,1,57,2,3,2,1,5,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,90,30,30,5,2,2,1,1,NA,2,3,2,2,NA,4,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,3,2,3,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,4,51,400,1,5
152521372,16,1601,160101,71,1,38,3,1,2,2,10,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,26,15,10,5,15,1,2,1,1,NA,2,3,2,1,2,3,9,NA,NA,NA,NA,NA,1,3,4,4,4,2,4,2,3,1,98,2,2,3,4,1,1,1,2,2,1,2,2,2,1,1,3,2,51,400,2,3
152521455,16,1601,160101,71,1,38,1,3,3,97,8,1,8,NA,NA,NA,NA,NA,1,3,1,2,4,2,2,4,1,6,96,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,2,7,5,2,10,5,2,2,1,5,30,4,4,4,2,NA,3,1,NA,NA,NA,NA,NA,2,1,4,4,4,4,4,3,102,1,8,1,4,3,4,2,2,2,2,2,1,2,2,2,2,2,3,3,51,400,1,3
152521470,8,801,80101,71,1,52,3,1,2,5,8,1,1,2,NA,NA,2,2,1,1,1,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,15,120,15,15,5,2,1,1,NA,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,1,2,4,3,4,3,4,2,10,8,2,2,6,4,5,1,1,2,2,1,1,1,2,2,2,2,3,2,42,400,2,4
152521726,22,2209,220901,75,1,21,7,2,2,1,5,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,9,5,5,3,3,2,2,1,1,NA,2,2,2,2,NA,2,NA,5,4,2,1,5,1,1,2,2,2,2,2,2,8,1,32,1,3,1,5,2,1,1,1,1,1,1,2,2,3,2,3,2,51,400,1,1
152522145,18,1801,180101,71,1,38,4,1,2,3,7,1,1,NA,NA,NA,2,NA,1,2,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,20,30,20,5,4,4,1,1,NA,2,2,2,2,NA,3,5,NA,NA,NA,NA,NA,1,1,1,4,1,2,1,2,13,1,7,2,5,4,5,1,1,1,1,1,2,1,2,2,4,1,3,1,42,400,2,3
152522197,10,1001,100101,71,1,37,2,1,2,1,7,2,NA,NA,NA,NA,NA,NA,1,1,1,3,1,2,2,2,1,2,96,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,2,1,5,2,5,3,2,2,1,2,30,2,3,2,2,NA,1,NA,3,98,NA,NA,NA,1,1,4,4,4,4,4,2,10,5,34,2,5,4,5,2,2,1,1,2,2,1,2,2,3,1,3,2,33,400,2,3
152522332,20,2001,200101,71,1,48,3,1,2,101,6,2,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,20,60,30,6,4,3,1,1,NA,3,3,3,2,NA,1,NA,3,1,1,1,3,3,1,4,4,4,4,4,2,4,1,2,1,4,3,3,2,1,2,2,1,1,2,2,2,3,1,3,2,24,400,1,4
152522454,16,1601,160101,71,1,40,13,1,2,1,10,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,30,0,10,2,2,2,1,1,NA,2,3,1,2,NA,3,1,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,1,3,6,22,2,6,2,5,1,2,2,2,1,1,2,2,2,1,1,3,2,51,400,2,3
152522549,16,1601,160101,71,1,32,3,1,2,1,5,2,NA,NA,NA,NA,NA,NA,3,4,3,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,15,2,2,3,2,2,1,1,NA,2,3,2,2,NA,3,3,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,5,108,1,1,1,6,5,5,1,1,1,1,1,1,1,2,1,3,1,3,1,51,400,1,2
152522652,16,1601,160101,71,1,23,3,1,2,2,8,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,20,2,5,2,1,1,1,1,NA,2,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,1,4,2,1,2,4,1,4,6,3,1,1,1,2,1,1,1,2,1,3,1,3,1,51,400,1,1
152522757,20,2001,200101,71,1,60,3,1,2,2,9,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,15,30,2,2,2,2,1,1,NA,2,3,2,1,2,3,10,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,3,2,9,1,3,3,3,1,1,2,2,1,1,2,2,2,3,1,3,2,24,400,1,5
152523015,14,1401,140101,71,1,26,13,1,2,102,7,2,NA,NA,NA,NA,NA,NA,3,2,1,3,2,2,2,2,1,5,96,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,2,1,20,60,5,5,2,2,1,1,NA,2,3,1,2,NA,3,5,NA,NA,NA,NA,NA,3,1,3,4,3,3,4,2,1,2,7,2,6,5,3,2,1,2,2,1,2,1,2,2,4,1,3,2,24,400,2,2
152523016,14,1401,140101,71,1,38,2,3,2,3,10,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,10,5,2,2,2,2,2,1,NA,2,2,2,2,NA,3,5,NA,NA,NA,NA,NA,2,1,4,4,4,3,3,3,211,1,3,2,4,3,5,1,1,1,1,1,1,1,2,2,4,1,3,1,24,400,2,3
152523017,14,1401,140101,71,1,45,13,1,2,2,8,1,2,NA,NA,NA,NA,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,20,60,15,4,2,2,1,1,NA,2,2,2,2,NA,4,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,4,2,3,1,2,2,2,2,3,2,2,1,2,1,2,2,2,2,1,1,3,3,24,400,2,4
152523018,14,1401,140101,71,1,37,3,1,3,101,7,2,NA,NA,NA,NA,NA,NA,3,2,3,3,2,3,2,2,1,1,96,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,2,1,15,90,15,10,3,2,1,1,NA,2,3,2,1,2,1,NA,2,2,1,1,2,4,1,1,2,3,2,4,2,4,8,2,2,6,4,5,1,1,1,2,1,1,1,1,1,4,1,3,1,24,400,2,3
152523019,14,1401,140101,71,1,30,3,1,2,102,8,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,60,60,15,2,2,2,1,1,NA,2,3,2,2,NA,3,5,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,12,1,2,1,6,4,5,2,1,1,2,1,1,1,2,2,4,1,3,2,24,400,1,2
152523020,14,1401,140101,71,1,35,13,1,1,1,10,2,NA,NA,NA,NA,NA,NA,1,1,3,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,20,40,10,3,2,2,1,1,NA,2,3,2,2,NA,3,5,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,13,2,96,2,3,2,3,2,1,2,1,1,1,2,2,2,3,1,3,2,24,400,2,3
152523021,14,1401,140101,71,1,35,3,1,2,3,10,1,1,NA,NA,NA,1,NA,1,4,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,10,30,10,10,2,2,1,1,NA,2,2,2,1,2,3,2,NA,NA,NA,NA,NA,1,3,4,4,4,3,4,2,3,1,1,2,3,2,3,2,2,2,1,1,1,1,2,2,4,1,3,2,24,400,2,3
152523022,14,1401,140101,71,1,36,3,1,2,1,10,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,10,30,10,3,2,2,1,1,NA,2,3,2,1,2,3,5,NA,NA,NA,NA,NA,1,1,3,4,4,3,4,2,3,1,5,1,3,3,3,2,1,1,2,1,1,1,2,2,3,1,3,2,24,400,1,3
152523246,20,2001,200101,71,1,35,3,1,2,1,9,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,7,10,30,5,3,3,2,1,1,NA,2,2,2,2,NA,1,NA,42,98,1,2,2,3,1,4,3,4,4,4,2,11,3,6,1,3,3,3,2,2,2,2,1,1,1,2,2,3,1,3,2,24,400,1,3
152523695,20,2001,200101,71,1,39,2,1,2,2,10,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,7,10,5,2,4,1,1,1,1,NA,2,2,1,2,NA,3,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,5,1,96,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,3,3,24,400,2,3
152523881,18,1801,180101,71,1,49,3,1,2,2,5,1,2,NA,NA,NA,NA,2,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,2,7,10,30,10,5,4,3,1,1,NA,2,2,2,1,2,3,3,NA,NA,NA,NA,NA,1,1,3,3,4,3,4,2,3,16,1,1,6,4,5,1,1,1,1,1,1,1,1,2,5,1,3,1,42,400,1,4
152524086,20,2001,200101,71,1,38,3,1,2,1,10,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,60,5,1,2,2,2,1,1,NA,2,3,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,12,1,9,1,6,4,5,1,1,1,2,1,1,1,2,2,3,1,3,1,24,400,1,3
152524523,10,1006,100601,71,1,39,1,1,2,3,7,1,1,NA,NA,NA,2,NA,1,4,2,3,4,2,4,3,1,6,96,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,2,2,1,15,120,10,3,4,4,2,2,30,2,2,4,2,NA,1,NA,98,-1,2,3,2,3,1,1,4,3,1,4,2,3,2,5,2,6,4,5,2,1,1,1,1,1,1,1,1,3,1,3,1,33,400,2,3
152525768,22,2209,220901,75,1,22,7,3,1,2,9,1,1,NA,NA,NA,1,NA,1,1,1,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,5,0,0,5,2,2,1,1,NA,2,1,2,1,1,3,5,NA,NA,NA,NA,NA,1,1,4,4,4,2,4,1,12,1,26,2,4,4,4,1,2,2,2,1,1,2,2,2,3,1,3,2,51,400,2,1
152525769,22,2209,220901,75,1,37,7,1,2,2,8,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,50,0,0,1,1,2,1,1,NA,2,2,2,2,NA,3,1,NA,NA,NA,NA,NA,2,3,4,4,4,4,4,1,4,1,4,1,3,3,3,2,2,2,2,2,2,2,2,2,1,2,1,4,51,400,1,3
152525770,22,2209,220901,75,1,43,7,1,2,1,7,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,98,5,0,0,2,2,2,1,1,NA,2,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,3,1,2,2,2,2,4,1,1,1,1,1,1,1,2,2,3,1,3,1,51,400,2,3
152525771,22,2209,220901,75,1,45,2,3,1,2,8,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,2,1,1,6,96,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,4,5,0,0,15,1,2,2,2,1,1,2,2,2,NA,3,3,NA,NA,NA,NA,NA,1,1,4,3,4,4,4,3,206,2,96,1,4,3,4,2,1,1,1,1,1,1,2,2,4,1,3,1,51,400,1,4
152525772,22,2209,220901,75,1,38,7,1,2,1,7,1,1,NA,NA,NA,1,NA,1,1,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,5,0,0,1,1,1,1,1,NA,1,1,1,2,NA,1,NA,18,98,1,2,2,2,1,4,4,4,4,4,1,3,1,3,1,4,4,4,1,1,1,2,1,1,1,2,2,3,1,3,1,51,400,1,3
152525773,22,2209,220901,75,1,42,7,1,2,2,10,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,5,0,0,1,2,2,1,1,NA,2,2,2,1,2,2,NA,18,98,1,2,2,2,1,4,4,4,2,4,1,1,1,96,2,4,2,4,1,1,1,2,1,1,1,2,2,3,1,3,1,51,400,2,3
152525940,22,2209,220901,75,1,28,4,4,3,101,7,2,NA,NA,NA,NA,NA,NA,2,4,1,3,4,2,2,3,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,2,2,10,0,30,5,2,4,2,1,NA,2,3,2,2,NA,1,NA,17,12,1,1,2,3,1,2,3,3,1,4,2,10,98,15,2,4,5,4,1,1,2,2,1,1,1,2,2,5,1,3,1,51,400,2,2
152525941,22,2209,220901,75,1,37,5,1,1,4,8,1,1,NA,NA,NA,1,NA,1,2,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,10,0,5,5,2,2,1,1,NA,2,2,2,1,2,3,5,NA,NA,NA,NA,NA,1,3,4,4,4,2,4,2,1,1,96,1,6,3,5,2,1,1,2,1,1,2,2,2,4,1,3,2,51,400,1,3
152525942,22,2209,220901,75,1,48,4,2,5,108,1,2,NA,NA,NA,NA,NA,NA,3,4,3,5,5,4,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,25,20,20,10,4,5,2,4,1095,5,5,5,1,1,3,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,4,105,96,26,2,3,3,3,2,2,2,2,1,1,2,2,2,3,1,3,3,51,400,2,4
152527513,10,1001,100102,71,1,42,3,1,2,1,7,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,10,30,30,2,4,2,1,1,NA,2,3,2,1,2,3,5,NA,NA,NA,NA,NA,2,1,2,4,4,1,4,2,3,3,2,1,6,4,5,2,1,1,1,1,1,1,2,1,5,1,3,1,33,400,1,3
152528895,10,1001,100101,71,1,28,3,1,3,104,7,2,NA,NA,NA,NA,NA,NA,2,4,2,3,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,4,60,15,5,5,2,1,1,NA,2,3,2,1,2,1,NA,3,1,2,1,4,1,1,2,3,3,1,3,2,1,8,5,1,5,3,5,2,1,1,1,1,1,1,2,2,3,1,3,1,33,400,1,2
152530661,10,1001,100101,71,1,32,1,3,2,2,10,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,1,3,96,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,2,1,15,15,10,5,2,2,2,1,NA,2,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,2,4,4,2,4,1,6,1,9,2,4,3,4,2,1,2,2,1,1,1,2,2,3,1,3,2,33,400,2,2
152533443,8,801,80101,71,1,52,2,1,4,104,1,1,1,NA,NA,NA,2,NA,2,2,2,4,4,3,2,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,2,2,5,25,40,10,10,4,4,3,3,998,4,4,4,1,1,3,3,NA,NA,NA,NA,NA,3,1,4,1,4,4,4,4,107,7,1,2,4,4,4,2,1,2,2,1,2,1,2,2,1,2,3,3,42,400,2,4
152533444,8,801,80101,71,1,64,3,1,5,101,1,1,1,NA,NA,NA,2,NA,1,2,1,1,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,2,2,1,180,200,20,10,5,1,1,1,NA,2,2,2,2,NA,3,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,3,212,1,2,1,3,3,3,2,2,2,2,2,2,2,2,2,3,1,2,4,42,400,1,5
152533445,8,801,80101,71,1,23,3,1,3,101,1,1,1,NA,NA,NA,2,NA,3,3,2,2,3,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,2,1,30,200,15,10,5,2,1,1,NA,2,2,3,1,3,1,NA,16,2,1,2,2,4,1,3,2,4,2,4,3,101,2,2,1,5,1,2,2,1,2,1,2,2,2,2,2,1,2,3,3,42,400,1,1
152533446,8,801,80101,71,1,50,2,1,4,101,7,1,2,NA,NA,NA,NA,3,2,4,2,4,4,2,2,4,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,2,2,1,30,180,30,15,5,5,3,2,998,4,4,4,1,2,3,2,NA,NA,NA,NA,NA,1,1,3,2,4,4,4,3,125,6,2,2,4,4,4,2,1,1,1,1,2,1,2,2,3,1,3,2,42,400,2,4
152533447,8,801,80101,71,1,30,1,1,2,2,5,1,1,NA,NA,NA,2,NA,1,2,3,2,2,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,45,150,20,20,5,2,1,1,NA,3,4,4,2,NA,4,NA,NA,NA,NA,NA,NA,4,2,4,3,2,2,4,3,108,1,2,1,6,5,5,2,1,1,1,2,2,2,2,2,2,1,3,2,42,400,1,2
152534171,6,601,60101,71,1,37,3,1,1,1,10,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,10,0,1,2,1,1,1,1,NA,1,1,1,2,NA,1,NA,2,2,1,2,1,4,1,2,1,4,2,4,1,3,1,4,1,6,4,3,2,1,1,1,1,1,1,1,1,4,1,3,1,24,400,1,3
152534172,6,601,60101,71,1,60,3,1,1,2,8,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,20,0,5,5,2,2,1,2,1,2,3,2,2,NA,3,3,NA,NA,NA,NA,NA,1,1,1,4,4,4,4,2,1,2,3,1,2,7,3,2,1,2,1,1,1,1,2,2,4,1,3,2,24,400,1,5
152534173,6,601,60101,71,1,36,13,1,2,1,9,1,3,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,40,0,2,5,2,2,1,1,NA,2,2,2,2,NA,3,9,NA,NA,NA,NA,NA,1,3,4,4,4,3,4,2,10,1,2,1,4,3,4,2,2,2,2,2,2,2,2,2,1,2,1,4,24,400,1,3
152534174,6,601,60101,71,1,32,3,1,1,1,8,2,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,20,0,0,1,1,1,1,1,NA,2,3,1,2,NA,3,1,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,1,10,2,4,2,5,3,3,2,2,2,2,1,1,1,1,2,4,1,3,2,24,400,2,2
152534187,6,601,60101,71,1,51,3,1,1,2,10,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,10,2,2,1,1,1,1,1,NA,1,1,1,2,NA,1,NA,2,2,1,2,1,1,1,3,4,4,3,4,2,10,1,7,2,6,4,2,2,1,2,2,2,2,1,1,2,1,1,1,3,24,400,2,4
152534188,6,601,60101,71,1,24,3,4,1,2,9,2,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,20,1,1,1,1,1,1,1,NA,2,3,1,2,NA,3,1,NA,NA,NA,NA,NA,1,1,3,4,4,3,4,1,3,6,7,2,5,3,3,2,2,2,2,2,2,2,2,2,3,2,1,4,24,400,2,1
152534189,6,601,60101,71,1,26,3,1,1,1,8,2,NA,NA,NA,NA,NA,NA,1,2,1,3,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,45,0,2,5,2,1,1,1,NA,2,3,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,3,4,4,4,4,2,3,2,4,2,4,3,4,2,1,1,2,1,1,1,2,2,3,1,1,2,24,400,2,2
152537232,8,801,80106,77,1,22,3,1,2,2,8,1,1,NA,NA,NA,1,NA,1,1,1,2,1,1,2,2,1,13,5,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,30,1,1,2,1,2,1,1,NA,2,2,2,2,NA,3,5,NA,NA,NA,NA,NA,2,1,4,2,4,2,3,1,10,1,7,2,5,1,3,2,1,1,1,1,1,1,1,2,4,1,3,1,42,400,2,1
152537233,8,801,80106,77,1,57,1,1,4,105,1,2,NA,NA,NA,NA,NA,NA,2,5,2,4,4,4,3,4,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,2,2,1,45,0,0,2,2,3,2,4,23,4,4,4,1,1,3,3,NA,NA,NA,NA,NA,3,1,4,1,4,1,4,3,108,8,5,2,6,3,5,2,1,1,1,1,1,1,2,2,4,2,3,2,42,400,2,5
152537234,8,801,80106,77,1,30,4,1,3,104,6,1,1,NA,NA,NA,2,NA,1,2,1,3,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,40,10,10,2,3,3,1,1,NA,3,3,3,2,NA,3,3,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,4,105,96,1,2,4,3,4,2,2,1,2,2,2,2,2,2,2,2,2,4,42,400,2,2
152537235,8,801,80106,77,1,53,4,1,3,105,6,2,NA,NA,NA,NA,NA,NA,1,2,1,4,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,30,5,3,2,1,1,2,2,30,2,3,1,2,NA,3,3,NA,NA,NA,NA,NA,2,1,4,4,4,4,4,2,10,3,98,1,2,3,2,2,1,2,2,2,2,1,2,2,3,1,2,3,42,400,1,4
152537236,8,801,80106,77,1,42,4,1,4,102,5,1,1,NA,NA,NA,2,NA,2,2,3,4,4,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,2,2,1,50,6,6,7,4,4,1,1,NA,2,4,2,2,NA,3,9,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,5,11,5,2,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,4,42,400,2,3
152537237,8,801,80106,77,1,40,4,1,5,110,1,2,NA,NA,NA,NA,NA,NA,1,4,3,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,2,2,20,0,0,20,2,3,2,1,NA,3,4,4,2,NA,3,1,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,11,96,5,1,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,4,42,400,1,3
152537238,8,801,80106,77,1,68,4,1,4,104,1,2,NA,NA,NA,NA,NA,NA,2,5,3,4,4,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,2,2,60,10,10,5,4,4,1,1,NA,4,4,4,2,NA,3,3,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,4,98,96,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,4,42,400,2,5
152537239,8,801,80106,77,1,58,4,1,2,3,9,1,1,NA,NA,NA,1,NA,1,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9,10,5,5,4,1,1,1,1,NA,1,1,1,2,NA,3,98,NA,NA,NA,NA,NA,3,1,4,4,4,4,4,1,1,3,26,2,6,4,5,2,1,2,2,2,2,1,2,2,3,1,3,2,42,400,2,5
152537240,8,801,80106,77,1,40,4,1,4,105,1,2,NA,NA,NA,NA,NA,NA,2,5,2,4,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,40,10,10,5,4,4,2,10,730,4,4,4,2,NA,3,8,NA,NA,NA,NA,NA,1,1,4,3,4,3,4,4,103,96,1,2,4,3,3,2,1,1,2,1,1,1,2,2,3,1,3,2,42,400,2,3
